,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
0,1,Bitcoin,BTC,bitcoin,9534,,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19069956.0,19069956.0,,1,,,,2022-06-17T21:32:00.000Z,20594.505649332325,28047042781.791916,-12.7444,-0.35771851,-1.20428283,-29.41140334,-29.6358003,-49.68683269,-51.33026483,392736316574.51886,43.8732,432484618635.98,,2022-06-17T21:32:00.000Z,,,,,,2022-06-17 16:34:02.379813-05:00
1,1027,Ethereum,ETH,ethereum,5750,,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121209167.5615,121209167.5615,,2,,,,2022-06-17T21:31:00.000Z,1090.826037771488,15619680268.803461,-20.1729,-0.23651982,-1.79898911,-34.9700194,-44.61483511,-64.09627229,-63.1704885,132218115992.69142,14.7703,132218115992.69,,2022-06-17T21:31:00.000Z,,,,,,2022-06-17 16:34:02.379813-05:00
2,825,Tether,USDT,tether,34802,,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69224317063.73537,79710622658.1996,,3,,,,2022-06-17T21:31:00.000Z,0.9989153034015424,45258576612.41365,-16.641,-0.00738657,0.00605535,-0.0278158,0.0205933,-0.1317963,-0.16291793,69149229682.48578,7.7183,79624160816.94,,2022-06-17T21:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-17 16:34:02.379813-05:00
3,3408,USD Coin,USDC,usd-coin,4468,,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,55241156848.14555,55241156848.14555,,4,,,,2022-06-17T21:31:00.000Z,1.0004078862445445,5512879645.837754,-15.843,-0.000851,0.01451962,0.03969546,0.03647881,0.07376219,0.06490084,55263688956.15664,6.1734,55263688956.16,,2022-06-17T21:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-17 16:34:02.379813-05:00
4,1839,BNB,BNB,bnb,959,,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,,2022-06-17T21:31:00.000Z,215.87793207538337,1165282410.5934017,-25.4461,-0.46585603,0.07729572,-24.45339764,-26.69299987,-48.19667101,-46.3597545,35247895638.64923,3.9376,35645064699.79,,2022-06-17T21:31:00.000Z,,,,,,2022-06-17 16:34:02.379813-05:00
5,4687,Binance USD,BUSD,binance-usd,3851,,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17706325136.899254,17706325136.899254,,6,,,,2022-06-17T21:32:00.000Z,1.0008625061305527,4929479672.849613,-11.6504,0.06456491,-0.06571949,0.12718879,-0.18539051,0.0111774,0.0191065,17721596950.87939,1.9797,17721596950.88,,2022-06-17T21:32:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-17 16:34:02.379813-05:00
6,2010,Cardano,ADA,cardano,458,2017-09-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34512850428.993,,7,,,,2022-06-17T21:31:00.000Z,0.4892188785364527,919565318.6646776,-30.4787,-0.4226604,-0.35446679,-15.60269583,-7.39767475,-47.70156779,-45.80786306,16505769693.38706,1.8439,22014849534.14,,2022-06-17T21:31:00.000Z,,,,,,2022-06-17 16:34:02.379813-05:00
7,52,XRP,XRP,xrp,739,,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,8,,,,2022-06-17T21:32:00.000Z,0.3198317358581584,1425842155.0437567,-9.0648,-0.1036436,-0.37212641,-16.64080378,-23.24060634,-58.05952248,-61.07777526,15461657972.603125,1.7272,31983173585.82,,2022-06-17T21:32:00.000Z,,,,,,2022-06-17 16:34:02.379813-05:00
8,5426,Solana,SOL,solana,334,2020-03-16T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342370511.1940733,511616946.142289,,9,,,,2022-06-17T21:31:00.000Z,31.463979119067226,1370588163.915781,-33.7354,-0.35511473,0.10934473,-16.54126297,-38.73291712,-69.1384634,-66.23851359,10772338615.194695,1.2034,16097504910.38,,2022-06-17T21:31:00.000Z,,,,,,2022-06-17 16:34:02.379813-05:00
9,74,Dogecoin,DOGE,dogecoin,486,,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-06-17T21:32:00.000Z,0.05687654084118878,423492781.6520656,-46.342,-0.078629,0.6700153,-24.94172126,-33.59706396,-59.33225901,-54.16171341,7545854144.134657,0.8429,7545854144.13,,2022-06-17T21:32:00.000Z,,,,,,2022-06-17 16:34:02.379813-05:00
0,1,Bitcoin,BTC,bitcoin,9534,,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19069956.0,19069956.0,,1,,,,2022-06-17T21:32:00.000Z,20594.505649332325,28047042781.791916,-12.7444,-0.35771851,-1.20428283,-29.41140334,-29.6358003,-49.68683269,-51.33026483,392736316574.51886,43.8732,432484618635.98,,2022-06-17T21:32:00.000Z,,,,,,2022-06-17 16:35:02.827359-05:00
1,1027,Ethereum,ETH,ethereum,5750,,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121209167.5615,121209167.5615,,2,,,,2022-06-17T21:31:00.000Z,1090.826037771488,15619680268.803461,-20.1729,-0.23651982,-1.79898911,-34.9700194,-44.61483511,-64.09627229,-63.1704885,132218115992.69142,14.7703,132218115992.69,,2022-06-17T21:31:00.000Z,,,,,,2022-06-17 16:35:02.827359-05:00
2,825,Tether,USDT,tether,34802,,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69224317063.73537,79710622658.1996,,3,,,,2022-06-17T21:31:00.000Z,0.9989153034015424,45258576612.41365,-16.641,-0.00738657,0.00605535,-0.0278158,0.0205933,-0.1317963,-0.16291793,69149229682.48578,7.7183,79624160816.94,,2022-06-17T21:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-17 16:35:02.827359-05:00
3,3408,USD Coin,USDC,usd-coin,4468,,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,55241156848.14555,55241156848.14555,,4,,,,2022-06-17T21:31:00.000Z,1.0004078862445445,5512879645.837754,-15.843,-0.000851,0.01451962,0.03969546,0.03647881,0.07376219,0.06490084,55263688956.15664,6.1734,55263688956.16,,2022-06-17T21:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-17 16:35:02.827359-05:00
4,1839,BNB,BNB,bnb,959,,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,,2022-06-17T21:31:00.000Z,215.87793207538337,1165282410.5934017,-25.4461,-0.46585603,0.07729572,-24.45339764,-26.69299987,-48.19667101,-46.3597545,35247895638.64923,3.9376,35645064699.79,,2022-06-17T21:31:00.000Z,,,,,,2022-06-17 16:35:02.827359-05:00
5,4687,Binance USD,BUSD,binance-usd,3851,,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17706325136.899254,17706325136.899254,,6,,,,2022-06-17T21:32:00.000Z,1.0008625061305527,4929479672.849613,-11.6504,0.06456491,-0.06571949,0.12718879,-0.18539051,0.0111774,0.0191065,17721596950.87939,1.9797,17721596950.88,,2022-06-17T21:32:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-17 16:35:02.827359-05:00
6,2010,Cardano,ADA,cardano,458,2017-09-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34512850428.993,,7,,,,2022-06-17T21:31:00.000Z,0.4892188785364527,919565318.6646776,-30.4787,-0.4226604,-0.35446679,-15.60269583,-7.39767475,-47.70156779,-45.80786306,16505769693.38706,1.8439,22014849534.14,,2022-06-17T21:31:00.000Z,,,,,,2022-06-17 16:35:02.827359-05:00
7,52,XRP,XRP,xrp,739,,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,8,,,,2022-06-17T21:32:00.000Z,0.3198317358581584,1425842155.0437567,-9.0648,-0.1036436,-0.37212641,-16.64080378,-23.24060634,-58.05952248,-61.07777526,15461657972.603125,1.7272,31983173585.82,,2022-06-17T21:32:00.000Z,,,,,,2022-06-17 16:35:02.827359-05:00
8,5426,Solana,SOL,solana,334,2020-03-16T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342370511.1940733,511616946.142289,,9,,,,2022-06-17T21:31:00.000Z,31.463979119067226,1370588163.915781,-33.7354,-0.35511473,0.10934473,-16.54126297,-38.73291712,-69.1384634,-66.23851359,10772338615.194695,1.2034,16097504910.38,,2022-06-17T21:31:00.000Z,,,,,,2022-06-17 16:35:02.827359-05:00
9,74,Dogecoin,DOGE,dogecoin,486,,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-06-17T21:32:00.000Z,0.05687654084118878,423492781.6520656,-46.342,-0.078629,0.6700153,-24.94172126,-33.59706396,-59.33225901,-54.16171341,7545854144.134657,0.8429,7545854144.13,,2022-06-17T21:32:00.000Z,,,,,,2022-06-17 16:35:02.827359-05:00
0,1,Bitcoin,BTC,bitcoin,9534,,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19069956.0,19069956.0,,1,,,,2022-06-17T21:32:00.000Z,20594.505649332325,28047042781.791916,-12.7444,-0.35771851,-1.20428283,-29.41140334,-29.6358003,-49.68683269,-51.33026483,392736316574.51886,43.8732,432484618635.98,,2022-06-17T21:32:00.000Z,,,,,,2022-06-17 16:36:03.283646-05:00
1,1027,Ethereum,ETH,ethereum,5750,,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121209167.5615,121209167.5615,,2,,,,2022-06-17T21:31:00.000Z,1090.826037771488,15619680268.803461,-20.1729,-0.23651982,-1.79898911,-34.9700194,-44.61483511,-64.09627229,-63.1704885,132218115992.69142,14.7703,132218115992.69,,2022-06-17T21:31:00.000Z,,,,,,2022-06-17 16:36:03.283646-05:00
2,825,Tether,USDT,tether,34802,,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69224317063.73537,79710622658.1996,,3,,,,2022-06-17T21:31:00.000Z,0.9989153034015424,45258576612.41365,-16.641,-0.00738657,0.00605535,-0.0278158,0.0205933,-0.1317963,-0.16291793,69149229682.48578,7.7183,79624160816.94,,2022-06-17T21:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-17 16:36:03.283646-05:00
3,3408,USD Coin,USDC,usd-coin,4468,,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,55241156848.14555,55241156848.14555,,4,,,,2022-06-17T21:31:00.000Z,1.0004078862445445,5512879645.837754,-15.843,-0.000851,0.01451962,0.03969546,0.03647881,0.07376219,0.06490084,55263688956.15664,6.1734,55263688956.16,,2022-06-17T21:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-17 16:36:03.283646-05:00
4,1839,BNB,BNB,bnb,959,,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,,2022-06-17T21:31:00.000Z,215.87793207538337,1165282410.5934017,-25.4461,-0.46585603,0.07729572,-24.45339764,-26.69299987,-48.19667101,-46.3597545,35247895638.64923,3.9376,35645064699.79,,2022-06-17T21:31:00.000Z,,,,,,2022-06-17 16:36:03.283646-05:00
5,4687,Binance USD,BUSD,binance-usd,3851,,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17706325136.899254,17706325136.899254,,6,,,,2022-06-17T21:32:00.000Z,1.0008625061305527,4929479672.849613,-11.6504,0.06456491,-0.06571949,0.12718879,-0.18539051,0.0111774,0.0191065,17721596950.87939,1.9797,17721596950.88,,2022-06-17T21:32:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-17 16:36:03.283646-05:00
6,2010,Cardano,ADA,cardano,458,2017-09-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34512850428.993,,7,,,,2022-06-17T21:31:00.000Z,0.4892188785364527,919565318.6646776,-30.4787,-0.4226604,-0.35446679,-15.60269583,-7.39767475,-47.70156779,-45.80786306,16505769693.38706,1.8439,22014849534.14,,2022-06-17T21:31:00.000Z,,,,,,2022-06-17 16:36:03.283646-05:00
7,52,XRP,XRP,xrp,739,,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,8,,,,2022-06-17T21:32:00.000Z,0.3198317358581584,1425842155.0437567,-9.0648,-0.1036436,-0.37212641,-16.64080378,-23.24060634,-58.05952248,-61.07777526,15461657972.603125,1.7272,31983173585.82,,2022-06-17T21:32:00.000Z,,,,,,2022-06-17 16:36:03.283646-05:00
8,5426,Solana,SOL,solana,334,2020-03-16T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342370511.1940733,511616946.142289,,9,,,,2022-06-17T21:31:00.000Z,31.463979119067226,1370588163.915781,-33.7354,-0.35511473,0.10934473,-16.54126297,-38.73291712,-69.1384634,-66.23851359,10772338615.194695,1.2034,16097504910.38,,2022-06-17T21:31:00.000Z,,,,,,2022-06-17 16:36:03.283646-05:00
9,74,Dogecoin,DOGE,dogecoin,486,,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-06-17T21:32:00.000Z,0.05687654084118878,423492781.6520656,-46.342,-0.078629,0.6700153,-24.94172126,-33.59706396,-59.33225901,-54.16171341,7545854144.134657,0.8429,7545854144.13,,2022-06-17T21:32:00.000Z,,,,,,2022-06-17 16:36:03.283646-05:00
0,1,Bitcoin,BTC,bitcoin,9534,,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19069956.0,19069956.0,,1,,,,2022-06-17T21:36:00.000Z,20573.99292065731,28025261176.594128,-12.8806,-0.51771357,-1.45682729,-29.4774044,-29.58879243,-49.73900662,-51.37006445,392345139741.2464,43.8729,432053851333.8,,2022-06-17T21:36:00.000Z,,,,,,2022-06-17 16:37:04.000672-05:00
1,1027,Ethereum,ETH,ethereum,5750,,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121209167.5615,121209167.5615,,2,,,,2022-06-17T21:35:00.000Z,1088.3291037349866,15602370898.673912,-20.3537,-0.59830569,-2.17560683,-35.09844142,-44.63366122,-64.2319202,-63.25102129,131915464696.6711,14.7365,131915464696.67,,2022-06-17T21:35:00.000Z,,,,,,2022-06-17 16:37:04.000672-05:00
2,825,Tether,USDT,tether,34802,,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,69224317063.73537,79710622658.1996,,3,,,,2022-06-17T21:35:00.000Z,0.9989343910193872,45230670268.68828,-16.7057,-0.00536272,0.01115073,-0.02722203,0.01510842,-0.13296849,-0.16204422,69150551009.79546,7.7258,79625682302.84,,2022-06-17T21:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-17 16:37:04.000672-05:00
3,3408,USD Coin,USDC,usd-coin,4468,,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,55241156848.14555,55241156848.14555,,4,,,,2022-06-17T21:35:00.000Z,1.0002947775632416,5519054078.2779875,-15.8105,-0.04704343,-0.01485173,0.0257724,0.01990924,0.03019891,0.0570839,55257440701.7519,6.1765,55257440701.75,,2022-06-17T21:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-17 16:37:04.000672-05:00
4,1839,BNB,BNB,bnb,959,,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,,2022-06-17T21:35:00.000Z,215.63219804688632,1163184616.0845683,-25.5483,-0.61027672,-0.15502641,-24.50453899,-26.63846133,-48.32302145,-46.4127742,35207772929.91259,3.9331,35604489893.18,,2022-06-17T21:35:00.000Z,,,,,,2022-06-17 16:37:04.000672-05:00
5,4687,Binance USD,BUSD,binance-usd,3851,,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17706325136.899254,17706325136.899254,,6,,,,2022-06-17T21:35:00.000Z,1.0009122574438727,4927159116.103118,-11.6298,0.03929029,0.10343638,0.16009365,-0.004946,0.01457825,0.02157516,17722477863.80902,1.9809,17722477863.81,,2022-06-17T21:35:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-17 16:37:04.000672-05:00
6,2010,Cardano,ADA,cardano,458,2017-09-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34512850428.993,,7,,,,2022-06-17T21:35:00.000Z,0.48839807818979253,918720874.2640841,-30.5061,-0.55141358,-0.5442183,-15.76632262,-7.32820277,-47.76696634,-45.89369539,16478076687.08535,1.8408,21977913518.54,,2022-06-17T21:35:00.000Z,,,,,,2022-06-17 16:37:04.000672-05:00
7,52,XRP,XRP,xrp,739,,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,8,,,,2022-06-17T21:36:00.000Z,0.3196062353715449,1424571186.2790654,-9.1408,-0.36251674,-0.52330259,-16.65154612,-23.23724074,-58.08645333,-61.09266404,15450756579.758797,1.727,31960623537.15,,2022-06-17T21:36:00.000Z,,,,,,2022-06-17 16:37:04.000672-05:00
8,5426,Solana,SOL,solana,334,2020-03-16T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,342370511.1940733,511616946.142289,,9,,,,2022-06-17T21:35:00.000Z,31.406382684438377,1369060475.1995232,-33.8306,-0.71973971,-0.21946537,-16.66637851,-38.71026873,-69.22965821,-66.28519394,10752619294.42786,1.2012,16068037598.39,,2022-06-17T21:35:00.000Z,,,,,,2022-06-17 16:37:04.000672-05:00
